SMILES,Density (g/cm^3),van der Waals volume (cm^3/g),FFV,SCScore
*Oc1ccc(cc1)Sc1ccc(cc1)[Si](C)(C)c1ccc(cc1)Oc1ccc(cc1)*,1.176 ,0.522 ,0.202 ,2.386 
*/C=C(\c1ccccc1C(C)(C)c1ccccc1)/*,1.011 ,0.607 ,0.202 ,2.446 
*O[Si](C)(CCCCCCCCCOc1ccc(C(=O)Oc2ccc(c3ccc(OC(=O)c4ccc(OCCCCCCCCCC)cc4)cc3)cc2)cc1)*,1.074 ,0.572 ,0.202 ,4.477 
*Oc1ccc(cc1C(C)C)OCCOc1ccc(cc1)*,1.126 ,0.545 ,0.202 ,2.497 
*c1ccc(cc1)N(C)CC[Si](C)(O[Si](C)(C)O)*,1.041 ,0.590 ,0.202 ,2.393 
*CSC(=O)Nc1c(C)cc(C)cc1Cc1ccc(cc1)c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)*,1.230 ,0.499 ,0.202 ,3.905 
*Oc1ccc(cc1Br)OC(=O)c1cc(C)cc(c1)OCCC(C)*,1.329 ,0.462 ,0.202 ,3.045 
*c1ccc(cc1)[Si](C)(CC)[Si](C)(C)CCC[Si](C)(c1ccc(O)cc1)*,1.064 ,0.577 ,0.202 ,2.725 
*Nc1ccc(cc1)C(C=C)=C(CC)Oc1ccc(cc1)[Si](C)(C)*,1.078 ,0.569 ,0.202 ,2.914 
*Nc1ccc(cc1S(=O)(=O)c1ccccc1)Cc1ccc(cc1)NC(=O)Nc1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)c1ccc(nc1)*,1.270 ,0.483 ,0.202 ,4.776 
*/C=C(\c1cccc(COCC(C)CCCC)c1)/*,1.016 ,0.604 ,0.202 ,3.020 
*OC1CC(COC)OC(C1O)*,1.108 ,0.554 ,0.202 ,2.135 
*/C=C(\c1cnc(C)c(S(=O)(=O)O)c1c1ccccc1)/*,1.157 ,0.531 ,0.202 ,3.194 
*CCS(=O)(=O)c1ccc(cc1)/N=N/c1cccc(c1)[Si](C)(OC)*,1.171 ,0.524 ,0.202 ,3.163 
*OC1CCC(N(CCCC)CC1)*,0.973 ,0.631 ,0.202 ,3.068 
*C(=O)Nc1ccc(cc1)N=C(C)NC(=O)c1cccc(c1)C(=O)Nc1cccc(c1)N1C(=O)c2ccc(cc2C1=O)*,1.262 ,0.487 ,0.202 ,4.140 
*O[Si](C)(CCCCCCCCCCOc1ccc(OC(=O)c2ccc(OCCCCCCOC(=O)C)cc2)cc1)*,1.072 ,0.573 ,0.202 ,3.483 
*c1ccc(cc1)CC(CCCC)(CCCCCC)c1ccc(cc1)*,1.047 ,0.586 ,0.202 ,3.080 
*CC(OC(=O)c1ccc(OC(=O)c2ccc(c3ccc(OCCCCCC)cc3)cc2)cc1)*,1.119 ,0.549 ,0.202 ,3.391 
*CCc1cc(C)c(cc1CCCCCCCCCCCC)C/C=C/c1ccc(cc1)*,1.014 ,0.605 ,0.202 ,3.768 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)[Si](C)(C)O[Si](C)(C)O[Si](C)(C)c1ccc(c(Cl)c1)*,1.153 ,0.532 ,0.202 ,2.456 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(c1ccc(Cl)c(C)c1)*,1.153 ,0.532 ,0.202 ,2.941 
*Oc1c(Cl)cc(C(F)(F)F)c(c1Br)C(=O)*,1.355 ,0.453 ,0.202 ,2.649 
*O[Si](CCC)(CCSC)*,1.031 ,0.596 ,0.202 ,1.882 
*O[Si](C)(CCCCCCCCCCCOc1ccc(c2ccc(C(=O)Oc3ccc(OCCCC)cc3)cc2)cc1)*,1.049 ,0.585 ,0.202 ,4.348 
*O[Si](C)(CCCCCCCCCCC(=O)Oc1ccc(C(=O)Oc2ccc(OC)c(OC)c2)cc1)*,1.063 ,0.578 ,0.202 ,3.573 
*Nc1ccc(cc1)NC(=O)c1ccc(cc1)NC(=O)c1ccc(cc1)[Si](C)(C)c1ccc(cc1)c1ccc(cc1)S(=O)(=O)*,1.185 ,0.518 ,0.202 ,3.440 
*CC(Oc1ccc(c2ccccc2)cc1)C#CC(C)(C(C)c1ccccc1)*,1.056 ,0.581 ,0.202 ,2.686 
*O[Si](C)(CCCCCCCCCCOc1ccc(c2ccc(OC(=O)CCCCCCCCC(=O)OC)cc2)cc1)*,1.061 ,0.579 ,0.202 ,3.816 
*CCN(c1ccccc1)CCOC(=O)c1ccccc1c1ccc(cc1)[Si](CC)(c1ccc(Br)cc1)*,1.378 ,0.445 ,0.202 ,3.618 
*Nc1cc(CCCCCCCCC)c(cc1OCCCCCCCCCCCC)*,1.011 ,0.607 ,0.202 ,3.373 
*CC(c1ccc(C(=O)N(C)c2ccc(OCCCCCCCC)cc2)cc1)*,1.105 ,0.556 ,0.202 ,3.972 
*CCCC(Cl)(C(=O)OC(O)(CC(F)(F)OC(F)(F)F)C(=O)OC(F)(F)F)*,1.479 ,0.415 ,0.202 ,2.916 
*Nc1ccc(cc1)c1ccc(cc1)[Si](C)(C)O[Si](C)(C)[Si](C)(C)*,1.100 ,0.558 ,0.202 ,2.715 
*O[Si](C)(c1ccc([Si](C)(C)[Si](C)(C)Nc2ccc(C)cc2)cc1)*,1.100 ,0.558 ,0.202 ,2.467 
*O[Si](C)(C)N[Si](C)(C)[Si](C)(C)c1ccc(cc1)c1ccc(cc1)*,1.100 ,0.558 ,0.202 ,2.661 
*c1cccc(c1)Nc1cc(N(CC)c2ccccc2Oc2cccnc2)nc(n1)*,1.134 ,0.542 ,0.202 ,4.286 
*O[Si](C)(CCc1ccc(O)c(CC)c1)*,1.064 ,0.577 ,0.202 ,2.891 
*OC(C)[Si](C)(CSC)*,1.035 ,0.593 ,0.202 ,1.704 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)CCOC(=O)c1ccc(cc1)C(=O)*,1.156 ,0.531 ,0.202 ,2.631 
*O[Si](C)(COc1ccc(C)c(C(C)CC)c1)*,1.055 ,0.582 ,0.202 ,3.319 
*O[Si](C)(C)O[Si](C)(C)NC(=O)c1ccc(cc1C)*,1.109 ,0.554 ,0.202 ,2.407 
*/C=C/c1cc(OCCCCCC)c(cc1OCCCCCCOC)*,1.033 ,0.594 ,0.202 ,3.485 
*/C=C/c1cc(OCCCCCCOCCCCCC)c(cc1OC)*,1.033 ,0.594 ,0.202 ,3.060 
*OCC/C=C(/C)\C(C)C(CCc1ccccc1)*,0.995 ,0.617 ,0.202 ,2.733 
*CC(c1ccc(C(O)(CC)[Si](C)(C)C)cc1)*,1.005 ,0.611 ,0.202 ,2.197 
*c1ccc(s1)Sc1ccc(c(S(=O)(=O)c2ccc(Br)cc2)c1)S(=O)(=O)*,1.488 ,0.413 ,0.202 ,3.594 
*O[Si](C)(CCCCCCCCCCOc1ccc(C(=O)Oc2ccc(c3ccc(OC(=O)c4ccc(OC)cc4)cc3)cc2)cc1)*,1.075 ,0.571 ,0.202 ,3.825 
*/C=C/C(C#N)C#C[Si](C#N)(C#N)*,0.921 ,0.666 ,0.202 ,1.976 
*N=[PH](CCCCCC)(CCc1cccnc1)*,0.958 ,0.641 ,0.202 ,3.123 
*Oc1cc(Br)cc(c1)C(=O)Nc1ccc(cc1CCCCCCCC)c1ccc(cc1)*,1.260 ,0.487 ,0.202 ,3.885 
*Oc1ccc(cc1)Oc1ccc(c(F)c1F)C(=O)Oc1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*,1.319 ,0.465 ,0.202 ,3.047 
*CC(C(F)(F)F)CCCCCCCCCCOc1ccc(cc1)/N=N/c1ccc(cc1)P(=O)(O)c1ccc(cc1)O*,1.319 ,0.465 ,0.202 ,4.421 
*Oc1ccc(cc1S(=O)(=O)Oc1ccc(/N=N/c2ccc(C#N)cc2)cc1)/N=C/c1ccc(cc1)*,1.224 ,0.502 ,0.202 ,2.969 
*N[SH](C)(C)C(=O)Nc1ccc(cc1)P(=O)(c1ccccc1)c1ccc(cc1)N(C)*,1.250 ,0.491 ,0.202 ,3.047 
*/C=C(\c1cccc(C(C)(C)OCC)c1)/*,1.001 ,0.614 ,0.202 ,2.523 
*Oc1ccc(cc1)C(C)(C)c1ccc(cc1)[Si](C)(CCCCCC)*,1.060 ,0.579 ,0.202 ,2.875 
*c1ccc(s1)[Si](CCc1ccccc1)(c1ccc(Br)cc1)(c1ccc(I)cc1)*,1.402 ,0.438 ,0.202 ,2.933 
*CC(F)(C(=O)Oc1c(F)cc(C)c(C)c1Cl)*,1.355 ,0.453 ,0.202 ,2.897 
*CC(F)(C(=O)Oc1cc(F)c(Cl)c(C)c1C)*,1.355 ,0.453 ,0.202 ,2.743 
*C(=S)NCC(O)C(O)C(c1ccccc1)*,1.036 ,0.593 ,0.202 ,2.455 
*C(=O)C1CC(S1(C)C)*,1.070 ,0.574 ,0.202 ,2.138 
*NNC(=O)c1cccc([Si](C)(C)C)c1C(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)Nc1ccc(o1)*,1.178 ,0.521 ,0.202 ,3.897 
*c1cc(cs1)c1cc(CCCCCCCC)c(cc1CCCCCCCCCCCC)*,1.000 ,0.614 ,0.202 ,3.576 
*/N=C(\c1ccc(/N=N/c2ccc(N(C)C)cc2)cc1)/*,1.101 ,0.558 ,0.202 ,2.480 
*O[Si](C)(CCCCCCCCCC(=O)Oc1ccc(c2ccc(OC(=O)c3ccc(OCCCCCCCC)cc3)cc2)cc1)*,1.062 ,0.578 ,0.202 ,4.704 
*C(=O)Nc1ccc(cc1)Oc1ccc(cc1c1ccccc1Br)n1c(=O)c2cc3c(=O)n(c(=O)c3cc2c1=O)*,1.465 ,0.419 ,0.202 ,4.245 
*OP(=O)(OC(F)(F)F)Oc1c(Cl)cc(cc1Br)c1cc(Br)c(c(Br)c1)*,1.328 ,0.463 ,0.202 ,3.554 
*O[Si](C)(COc1ccc(C(=O)Oc2ccc(C(=O)Oc3ccc(Cl)cc3)cc2)cc1)*,1.189 ,0.517 ,0.202 ,2.556 
*OC(=O)Oc1ccc(cc1)[Si](C)(C)c1ccc(cc1)C(=O)Nc1ccc(cc1)NC(=O)c1ccc(cc1)*,1.186 ,0.518 ,0.202 ,2.404 
*CCC(C)CC(C)N(C#C[Si](C)(C)C)*,0.891 ,0.689 ,0.202 ,2.586 
*CCCCCc1ccc(c(CC)c1)C(C)(C)c1ccc(cc1)N(C)*,1.092 ,0.562 ,0.202 ,4.079 
*CC(OCC=CCO)*,1.003 ,0.612 ,0.202 ,1.396 
*O[Si](C)(C)[Si](C)(CCCO)*,1.018 ,0.603 ,0.202 ,1.872 
*c1ccc(cc1C)c1ccc(c(C)c1)c1cc(C=O)c(c([Si](C)(C)C)c1)c1cc(CC)c(cc1CCCCCCCC)*,1.072 ,0.573 ,0.202 ,4.390 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(CC)O[Si](C)(C)c1ccc(cc1)[Si](C)(C)*,1.035 ,0.593 ,0.202 ,2.609 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(CC)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)c1ccc(cc1)*,1.035 ,0.593 ,0.202 ,2.579 
*C#COc1ccc(cc1)C(C)(C)c1cccc(c1)O*,1.099 ,0.559 ,0.202 ,2.594 
*CC(C)(c1ccccc1C[Si](C)(C)C)*,0.982 ,0.625 ,0.202 ,2.041 
*N=P(OCCOC(=O)c1ccc(C(=O)Oc2ccc(C)cc2)cc1)(OCc1ccc(Br)cc1)*,1.470 ,0.418 ,0.202 ,3.135 
*/C=C/[Si](C)(OCCOCC(C)O)CO*,1.005 ,0.611 ,0.202 ,2.672 
*CCCC[Si](C)(O[Si](C)(C)CCCCCCCC)*,0.927 ,0.662 ,0.202 ,2.082 
*O[Si](C)(CCCC[Si](C)(C)CCCCCCCC)*,0.927 ,0.662 ,0.202 ,2.214 
*CC(c1cc(C)c(C)cc1CCCCCC)*,1.037 ,0.592 ,0.202 ,3.248 
*CC(c1cc(CCCCCC)c(C)cc1C)*,1.037 ,0.592 ,0.202 ,3.427 
*CC(C(=O)OCCCC)CCCCCCCCCCCC(NC(F)(F)F)C(=O)*,1.382 ,0.444 ,0.202 ,3.076 
*O[Si](C)(CCCCCCCCCCCOc1ccc(P(=O)Oc2ccc(C(=O)Oc3ccc(C(=O)O)cc3)cc2)cc1)*,1.062 ,0.578 ,0.202 ,4.141 
*/C=C/C(C#C[Si](C)(C)c1ccccc1)*,0.952 ,0.645 ,0.202 ,1.987 
*/C=C/C(c1ccccc1)C#C[Si](C)(C)*,0.952 ,0.645 ,0.202 ,2.489 
*CC(OCCOc1ccc(OC)c(C#Cc2ccccc2)c1)*,1.093 ,0.562 ,0.202 ,3.044 
*CC(O)c1ccc(cc1)[Si](C)(C)*,0.993 ,0.619 ,0.202 ,1.576 
*CCCc1cc(CCCCCCCCCCCCCCCCCCCCCC)c(cc1C)*,0.943 ,0.651 ,0.202 ,3.537 
*OC1CCC(OI)(CC1)Oc1ccc(cc1)C(=O)*,1.155 ,0.532 ,0.202 ,2.688 
*C(=C(C)O)Sc1ccc(cc1)c1ccc(cc1)*,1.184 ,0.519 ,0.202 ,2.564 
*Oc1ccc(cc1C)/C(/C)=N/N=C(\C)/[Si](C)(C)c1ccc(C(C)(C)c2ccc(Cl)cc2)c(c1)*,1.164 ,0.528 ,0.202 ,2.957 
*CC(Oc1ccc(OC)c(O)c1)*,1.098 ,0.559 ,0.202 ,1.991 
*CC(Oc1ccc(OC)cc1O)*,1.098 ,0.559 ,0.202 ,1.889 
*Cc1c(C)cc(c(Br)c1F)*,1.470 ,0.418 ,0.202 ,1.547 
*CC(OCCCCCCCCCCCCCCN)*,0.912 ,0.673 ,0.202 ,2.114 
*O[Si](C)(C)O[Si](C)(C)[Si](OCCC)(OP(=O)(O)O[Si](C)(C)C)*,1.019 ,0.602 ,0.202 ,3.799 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)[Si](C)(OCCC)*,1.019 ,0.602 ,0.202 ,2.616 
*O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(OCCC)*,1.019 ,0.602 ,0.202 ,2.902 
*c1ccc(cc1)[Si](C)(C)O[Si](C)(C)O[Si](C)(C)c1ccc(cc1)[Si](C)(C)*,1.103 ,0.557 ,0.202 ,2.034 
*O[Si](C)(C)O[Si](C)(C)c1ccc(cc1)[Si](C)(C)c1ccc(cc1)[Si](C)(C)*,1.103 ,0.557 ,0.202 ,2.163 
*Oc1cc(c(Cc2cc(Br)c(C)cc2C)cc1F)OC(=O)c1ccc(cc1)C(=O)*,1.454 ,0.422 ,0.202 ,3.827 
*c1ccc(cc1)[Si](C)(Cc1ccc(CC)cc1)*,1.085 ,0.566 ,0.202 ,1.826 
*c1ccc(cc1)Cc1ccc(cc1)[Si](C)(CC)*,1.085 ,0.566 ,0.202 ,2.017 
*C#Cc1cccc(c1O)CN(c1ccccc1)*,1.093 ,0.562 ,0.202 ,2.644 
*CC/C=C/[Si](C)(C)OC(C)C(OC)*,0.983 ,0.625 ,0.202 ,2.334 
*O[Si](S(=O)(=O)Oc1ccc(OC(=O)c2ccc(OCCCC)cc2)cc1)*,1.169 ,0.525 ,0.202 ,3.437 
*O[Si](C)(C)O[Si](C)(c1ccccc1)Oc1ccc(cc1)/C=C/c1ccc(cc1)c1ccc(cc1)C(=O)*,1.117 ,0.550 ,0.202 ,3.095 
*CCCCCCCC(c1ccccc1)*,0.946 ,0.649 ,0.202 ,2.267 
*CC(CCOP(=O)(Oc1ccc(C(C)(C)C)cc1)C(F)(F)F)(CC(=O)OCCCCCCOc1ccc(/C=C/c2ccc(C#N)cc2)cc1)*,1.278 ,0.481 ,0.202 ,4.168 
*N=NC(=O)c1cccc(c1)C(=O)NNC(=O)/C=C/c1cccc(c1)S(=O)(=O)*,1.246 ,0.493 ,0.202 ,3.266 
*c1ccc2-c3c(C(c2c1)(CCCCCC)CCCCCCBr)cc(cc3)c1ccc2-c3c(C(c2c1)(CCCCCC)CCCCCCCC)cc(cc3)*,1.005 ,0.611 ,0.202 ,3.903 
*Nc1cc(cc(C(=O)OCCCCCCCCCCC(F)(F)F)c1)NC(=O)c1cccc(c1)C(=O)*,1.345 ,0.457 ,0.202 ,3.799 
*CC(O)COc1c(Cl)c(C)c(CCCC#N)c(c1Br)*,1.296 ,0.474 ,0.202 ,3.328 
*Oc1ccc(c(C)c1C)C(=O)c1ccc(cc1Br)Oc1ccc(cc1)C(=O)c1ccc(cc1)*,1.445 ,0.425 ,0.202 ,3.454 
*/C(/[2H])=C/c1ccc(cc1)Cc1ccc(cc1)C(C)(C)c1ccc(cc1)*,1.083 ,0.567 ,0.202 ,3.270 
*c1cc(OCCCC)c(F)c(F)c1*,1.296 ,0.474 ,0.202 ,1.916 
*NC(CCc1ccccc1)CCN(CCCCCCC)*,0.971 ,0.632 ,0.202 ,4.085 
*CC(c1ccc(C#C[Si](C)(C)C[Si](C)(C)[Si](C)(C)C)cc1)*,0.968 ,0.634 ,0.202 ,2.655 
*CC(c1ccc(C#C[Si](C)(C)C[Si](C)(C)C)cc1)*,0.968 ,0.634 ,0.202 ,2.262 
*Nc1cc(cc(C(F)(F)F)c1Br)NC(=O)CCCCCCCCCCCCC(=O)*,1.336 ,0.460 ,0.202 ,3.400 
*Oc1c(C)cc(cc1C(C)(CC)CCCC)Cc1cc(OCCCCCCCCCC)c(cc1OC)*,1.037 ,0.592 ,0.202 ,4.007 
*Oc1cc(C(C)CC)c(cc1OC)/C=C/c1cc(OC)c(c(C)c1C)O*,1.072 ,0.573 ,0.202 ,3.278 
*CC(CC)OCC(O)CN(C)c1ccc(cc1)/C=C/c1ccc(cc1)O*,1.095 ,0.561 ,0.202 ,3.496 
*CC(C(=O)OCCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(C(F)(F)F)cc2)cc1)*,1.315 ,0.467 ,0.202 ,3.324 
*Oc1ccc(cc1)/N=C/C=C/CC(C)c1ccc(cc1)*,1.072 ,0.573 ,0.202 ,2.474 
*CCOC(=O)O[Si](C)(C)OCCOC(=O)OCCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)O*,1.083 ,0.567 ,0.202 ,3.286 
*/C=C/C(OC)(N(CCC)CCCC)*,0.979 ,0.627 ,0.202 ,2.352 
*N=P(OC)(OCC(C)O[Si](C)(C)C)*,1.042 ,0.589 ,0.202 ,2.194 
*c1ccc(cc1)C(C)(C)c1ccc(cc1)C(O)(C(C)(C)C)c1ccc(cc1)*,1.065 ,0.577 ,0.202 ,2.170 
*c1cc(c(c2ccccc2)cc1Br)C(F)*,1.442 ,0.426 ,0.202 ,2.689 
*CC(c1ccccc1)Cc1ccc(cc1)C#C[Si](C)(C)*,1.001 ,0.614 ,0.202 ,3.159 
*CC(C)(C(=O)OCCCCCOC1=CC=C(c2cc(C)c(OC(=O)CCCCCCCC)c(C(F)(F)F)c2OC)C(Oc2ccc(/N=N/c3ccc(OC)cc3)cc2)C=C1)*,1.267 ,0.485 ,0.202 ,4.777 
*CC(C)(C)C=C(CCCOc1ccc(c2ccc(Br)cc2)cc1)*,1.161 ,0.529 ,0.202 ,2.710 
*CC(c1ccc(O)cc1C)O*,1.086 ,0.565 ,0.202 ,1.850 
*Oc1ccc(cc1C)CC(O)*,1.086 ,0.565 ,0.202 ,2.322 
*/N=N/c1ccc(cc1)c1ccc(cc1)[Si](C)(C)c1ccc(cc1)Sc1ccc(cc1)S(=O)(=O)c1ccc(cc1)*,1.175 ,0.522 ,0.202 ,2.931 
*/C=C/c1cc(CCCCCCCCCC)c(cc1OCCCCCCCCCC)*,1.001 ,0.613 ,0.202 ,3.939 
*/C=C/c1cc(OCCCCCCCCCC)c(cc1CCCCCCCCCC)*,1.001 ,0.613 ,0.202 ,3.863 
*CCCC(C)C(C)C(C)C[Si](C)(C)Oc1ccc(cc1)C(C#N)=C(c1ccc(C#N)cc1)/C=C(\C)/*,1.018 ,0.603 ,0.202 ,3.437 
*CC(c1ccc(COCCC(C)c2ccc(CCCCC)cc2)cc1)*,1.056 ,0.582 ,0.202 ,3.680 
*Oc1cc(Br)c(cc1S(=O)(=O)CCc1ccc(F)cc1c1ccccc1)*,1.467 ,0.419 ,0.202 ,3.664 
*/C=C(\c1ccc(COCCCNC(C)(C)CCCC)cc1)/*,1.036 ,0.593 ,0.202 ,3.760 
*NNC(=O)c1cc(ccc1/N=N/c1ccc(CBr)cc1)NC(=O)Nc1ccc(cc1)CCc1ccc(cc1)NC(=O)*,1.441 ,0.426 ,0.202 ,4.208 
*CCC[PH](=O)(CNCCN(C)C)=C(n1c2ccccc2c2ccccc12)*,1.089 ,0.564 ,0.202 ,3.661 
*CCOC(=O)CCCC(=O)OCCOC(=O)c1cccc(c1)S(=O)(=O)c1ccc(cc1)O*,1.152 ,0.533 ,0.202 ,3.122 
*CCCCS(=O)(=O)c1ccc(cc1)/N=N/c1ccc(cc1)C(=O)O*,1.161 ,0.529 ,0.202 ,2.664 
*/C=C/c1cc(c(/N=N/c2ccc(C(CC)CC)cc2)cc1OCC)*,1.049 ,0.585 ,0.202 ,3.197 
*/C(/C#N)=C/c1ccc(cc1)[Si](C)(c1ccc(Br)cc1)*,1.401 ,0.438 ,0.202 ,2.235 
*CCOC(=O)C(=O)O[Si](C)(C)O[Si](C)(C)OC(=O)CCCC(=O)O*,1.120 ,0.548 ,0.202 ,2.317 
*O[Si](Cl)(Cl)O[Si](C)(C)O[Si](C)(C)O[Si](C)(O[Si](C)(C)O[Si](C)(C)CCC[Si](C)(C)OC)*,1.204 ,0.510 ,0.202 ,2.858 
*Nc1cc(Br)c(cc1NC(=O)c1ccccc1)*,1.471 ,0.417 ,0.202 ,1.896 
*Nc1cc(NC(=O)c2ccccc2)c(cc1Br)*,1.471 ,0.417 ,0.202 ,2.123 
*C(=O)c1cc(c(F)c(F)c1C(F)(F)F)Nc1ccc(nc1)*,1.354 ,0.454 ,0.202 ,3.275 
*/C=C/c1ccc(cc1OC)/C(/C)=C/c1ccc(cn1)c1ccc(cc1)*,1.127 ,0.545 ,0.202 ,3.262 
*/C=C(\C#N)/c1ccc(Cc2ccc(C#N)cc2)cc1*,1.121 ,0.548 ,0.202 ,2.614 
*O[Si](C)(CCCCCCCCCCCC(C)(C)CCCC)*,0.909 ,0.676 ,0.202 ,2.899 
*/C=C(\c1cc(OCC(CC)CC)ccc1C)/*,1.025 ,0.599 ,0.202 ,3.137 
*Nc1cc(C)c(/C=C/c2ccc(SN=C(C)C#N)cc2)c(c1N)*,1.205 ,0.510 ,0.202 ,3.018 
*CCN(CC#C[Si](C)(C)C)C(=O)O*,1.102 ,0.557 ,0.202 ,1.488 
*/C=C/CC(COc1ccc(c2ccc(c3ccc(C#N)cc3)cc2)cc1)*,1.078 ,0.570 ,0.202 ,2.957 
*/C=C(\Sc1ccccc1C(c1ccc(C)cc1)C(C)(C)C)/*,1.065 ,0.577 ,0.202 ,3.023 
*Oc1ccc(cc1OC)C(=O)N(CCBr)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*,1.469 ,0.418 ,0.202 ,3.159 
*O[Si](C)(CCCCOC(=O)c1cc(Br)ccc1N)*,1.316 ,0.467 ,0.202 ,2.696 
*CC(OCCOCCOc1ccc(c2ccc(c3ccc(C#N)cc3)cc2)cc1)*,1.110 ,0.553 ,0.202 ,2.853 
*Oc1c(c2ccccc2C(F)(F)F)cc(cc1C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)*,1.440 ,0.427 ,0.202 ,3.295 
*O[Si](CCCCCC)(CCC[Si](C)(C)CCCCCC)*,0.924 ,0.664 ,0.202 ,2.266 
*Oc1ccc(cc1[Si](C)(C)c1ccc(Br)cc1)NC(=O)c1cc(OCCC)cc(c1)C(=O)*,1.402 ,0.438 ,0.202 ,3.909 
*CC(c1ccc(C(CCC)CCC)nc1)*,0.867 ,0.708 ,0.202 ,3.120 
*C(=O)SCc1ccc(cc1)Cc1ccc(cc1)N(CCCC)*,1.134 ,0.541 ,0.202 ,3.505 
*Cc1ccc(cc1)CSC(=O)c1ccc(cc1)N(CCCC)*,1.134 ,0.541 ,0.202 ,2.897 
*CC(CCCNCCCO)*,0.943 ,0.651 ,0.202 ,2.309 
*CCCOC(=O)C(CC(F)(F)F)CCCCCCOc1ccc(cc1C)/C=C/c1ccc(c(C)c1)O*,1.317 ,0.466 ,0.202 ,3.970 
*CC(O)CN(Cc1ccccc1)N(CCCCCCCC)*,0.977 ,0.628 ,0.202 ,2.923 
*Oc1ccc(c(Br)c1)N1ON1c1ccc(s1)*,1.487 ,0.413 ,0.202 ,2.546 
*C#Cc1ccc(cc1)C([N-]CCCCCC)/C=C/c1ccc(cc1)*,1.055 ,0.582 ,0.202 ,3.035 
*O[Si](C)(CCCP(=O)[O-])*,1.025 ,0.599 ,0.202 ,2.163 
*/C=C(\CS(=O)(=O)Oc1ccc(Br)cc1)/*,1.418 ,0.433 ,0.202 ,1.996 
*Oc1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)Oc1ccc(cc1)c1ccc(cc1)[Si](C)(C)c1ccc(cc1)*,1.191 ,0.516 ,0.202 ,3.370 
*CC(C(=O)OCCCCCCc1c(Cl)cc(F)c(F)c1F)*,1.332 ,0.461 ,0.202 ,3.562 
*C/C=C(\c1cc(C)ccc1/C=C/c1ccc(C)cc1)/*,1.118 ,0.550 ,0.202 ,2.786 
*C=C(C#N)CCS(COC(=O)C)O*,1.112 ,0.552 ,0.202 ,2.375 
*Sc1ccc(cc1)/C=C(\c1ccccc1)/c1ccc(cc1)S(=O)(=O)*,1.180 ,0.521 ,0.202 ,2.565 
*CCCCOc1ccc(cc1)C(=O)Nc1ccc(cc1)S(=O)(=O)*,1.165 ,0.527 ,0.202 ,3.051 
*Oc1c(C)cc(cc1c1ccc(Br)cc1)Cc1ccc(c(C)c1)OC(=O)c1ccc(cc1)C(=O)OCCOC(=O)*,1.449 ,0.424 ,0.202 ,4.122 
*C[SiH](C)CCCCCCCCC(c1ccccc1)*,0.942 ,0.652 ,0.202 ,2.439 
*CCC#CCSCC[Si](C)(C)*,1.023 ,0.600 ,0.202 ,2.044 
*CC(c1cc(CCCC(=O)SC)ccc1I)*,1.152 ,0.533 ,0.202 ,3.122 
*CC(CC(F)(F)F)NC(=S)C(=O)O*,1.411 ,0.435 ,0.202 ,2.699 
*CCN(CCCCCCCCCCCCCCCC)c1ccc(cc1)/C=C/c1ccc(cc1)O*,1.009 ,0.609 ,0.202 ,3.238 
*CCCCCCCCc1cc(CCCCCCCC)c(cc1CCCCC)*,0.999 ,0.615 ,0.202 ,3.313 
*/C=C(\Cc1ccc(c2ccc(Br)cc2)cc1)/*,1.429 ,0.430 ,0.202 ,1.909 
*CC(Oc1ccc(C)cc1)(Oc1ccc(OC)cc1)*,1.113 ,0.552 ,0.202 ,1.697 
*O[Si](C)(C)O[Si](C)(C)c1ccc(cc1)Oc1cccc(c1)*,1.106 ,0.555 ,0.202 ,2.213 
*CC(F)(F)C(F)(F)CN(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccc(cc1)[Si]([Si](C)(C)C)c1ccc(cc1)O*,1.384 ,0.444 ,0.202 ,3.095 
*Oc1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)NNC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)/C=C/C(=O)Nc1ccc(cc1)*,1.264 ,0.486 ,0.202 ,3.572 
